Country,Region,Year,Documents,Citable documents,Citations,Self-citations,Citations per document,H index,Democracy score
Afghanistan,Asia,2023,475,428,2870,311,6.863766660876891,72,2.8621623821490383
Afghanistan,Asia,2024,593,530,3998,377,9.039383453772103,72,2.010695288603655
Afghanistan,Asia,2025,614,551,3681,388,5.246659366956507,72,2.158204292642732
Afghanistan,Asia,2026,633,568,3311,398,0.8869212655017833,72,2.300526880733229
Afghanistan,Asia,2027,649,584,2888,410,0,72,2.4373652615203127
Afghanistan,Asia,2028,767,685,4016,476,0,72,1.5858981679764415
Afghanistan,Asia,2029,788,706,3699,486,0,72,1.7334071720175919
Afghanistan,Asia,2030,807,724,3329,497,0,72,1.8757297601052123
Albania,Europe,2023,746,685,10120,1000,12.89232461463961,104,5.7200108189956715
Albania,Europe,2024,944,847,9757,938,11.068997911615476,104,6.392142182668571
Albania,Europe,2025,953,857,10308,1015,11.239006145479363,104,6.327165817287321
Albania,Europe,2026,959,865,10890,1093,11.452414586288238,104,6.2134794369620145
Albania,Europe,2027,961,871,11503,1172,11.708486748254975,104,6.051441858824199
Albania,Europe,2028,1160,1033,11140,1109,9.885160045235889,104,6.723573222
Albania,Europe,2029,1168,1043,11691,1186,10.055168279103846,104,6.658596857111368
Albania,Europe,2030,1174,1051,12273,1264,10.268576719908387,104,6.544910476786848
Algeria,Africa,2023,9610,9828,92241,19162,6.47276693,239,4.0244062097622635
Algeria,Africa,2024,11775,11369,85773,18067,4.599555821600967,239,3.9013744715901097
Algeria,Africa,2025,11971,11680,88915,18714,4.031363356,239,3.955266310343631
Algeria,Africa,2026,12071,11945,92400,19401,3.539592007,239,4.013600702169251
Algeria,Africa,2027,12075,12165,96226,20127,3.123632649355292,239,4.076296744232068
Algeria,Africa,2028,14240,13706,89757,19033,1.2504215413469169,239,3.953265006060529
Algeria,Africa,2029,14436,14017,92899,19680,0.6822290753220663,239,4.007156844814402
Algeria,Africa,2030,14536,14282,96385,20367,0.19045772678144424,239,4.065491236639787
Angola,Africa,2023,219,202,1037,243,0.9642709918141947,64,3.0146288137337742
Angola,Africa,2024,236,216,1102,197,0,64,3.7386798914773443
Angola,Africa,2025,248,227,1058,214,0,64,3.611638098489786
Angola,Africa,2026,260,238,1029,231,0,64,3.425047263398033
Angola,Africa,2027,271,250,1014,248,0,64,3.1793168831192444
Angola,Africa,2028,288,264,1079,202,0,64,3.903367960859288
Angola,Africa,2029,300,275,1035,219,0,64,3.776326167870062
Angola,Africa,2030,312,286,1006,236,0,64,3.589735333
Argentina,South America,2023,23008,20729,167553,22943,6.907529311203064,568,6.155774457432597
Argentina,South America,2024,20512,18657,113692,12374,2.3395234718289153,568,6.623426684236787
Argentina,South America,2025,21886,19854,108019,10996,1.2478340438130893,568,6.451928747007788
Argentina,South America,2026,23489,21241,103490,9921,0.31570966334253825,568,6.232390348777733
Argentina,South America,2027,25322,22817,100086,9145,0,568,5.964929195948309
Argentina,South America,2028,22825,20744,46224,0,0,568,6.432581422751692
Argentina,South America,2029,24199,21941,40552,0,0,568,6.261083485521324
Argentina,South America,2030,25803,23328,36022,0,0,568,6.041545087
Armenia,Europe,2023,1584,1435,25005,2513,12.5658895,235,4.9186022485295355
Armenia,Europe,2024,1611,1502,13996,1312,5.005993728311925,235,5.794245600278177
Armenia,Europe,2025,1663,1538,15169,1211,4.554880351858156,235,5.768158679009657
Armenia,Europe,2026,1709,1565,16545,1149,4.2614447194879475,235,5.677909600324661
Armenia,Europe,2027,1750,1584,18120,1125,4.123107689583616,235,5.523923754666885
Armenia,Europe,2028,1777,1651,7111,0,0,235,6.399567106411877
Armenia,Europe,2029,1829,1687,8285,0,0,235,6.373480185141599
Armenia,Europe,2030,1876,1714,9661,0,0,235,6.283231106457682
Australia,Oceania,2023,158264,129006,2033349,310051,11.475562830545417,1377,8.623649155083493
Australia,Oceania,2024,140673,124478,1604532,235553,6.593255258399495,1377,8.315369003781466
Australia,Oceania,2025,149436,130462,1568304,222156,4.948931434555298,1377,8.226781399329834
Australia,Oceania,2026,160042,137218,1538730,210450,3.377561631475089,1377,8.151874862915717
Australia,Oceania,2027,172476,144739,1515666,200409,1.8778921315460693,1377,8.085953507072905
Australia,Oceania,2028,154884,140211,1086848,125912,0,1377,7.777673355804446
Australia,Oceania,2029,163648,146195,1050621,112515,0,1377,7.6890857513352495
Australia,Oceania,2030,174254,152951,1021047,100808,0,1377,7.6141792148920135
Austria,Europe,2023,43511,37757,429777,51792,9.152448474,877,7.466741752589721
Austria,Europe,2024,38347,34307,304647,39415,3.6828325453849615,877,7.875596671138258
Austria,Europe,2025,41069,36571,285192,37621,1.9114933168579782,877,7.7112458282964935
Austria,Europe,2026,44357,39230,268501,36199,0.2782017720104548,877,7.506911606297129
Austria,Europe,2027,48207,42279,254535,35143,0,877,7.26292032
Austria,Europe,2028,43043,38828,129405,22766,0,877,7.6717752387711755
Austria,Europe,2029,45765,41093,109950,20972,0,877,7.507424395928312
Austria,Europe,2030,49053,43751,93260,19550,0,877,7.303090173929133
Azerbaijan,Europe,2023,2571,2469,32347,4593,14.965314127993219,153,2.8523111906181056
Azerbaijan,Europe,2024,2502,2415,24036,3907,10.196203101284535,153,2.7889873071875004
Azerbaijan,Europe,2025,2684,2587,27020,4192,10.733474089242462,153,2.818577535809253
Azerbaijan,Europe,2026,2866,2759,30032,4493,11.244675395715856,153,2.8543862334665273
Azerbaijan,Europe,2027,3049,2930,33070,4808,11.728217458756145,153,2.8963649302290566
Azerbaijan,Europe,2028,2980,2875,24759,4122,6.959106432055602,153,2.833041046798884
Azerbaijan,Europe,2029,3161,3048,27743,4407,7.496377420024537,153,2.862631275420816
Azerbaijan,Europe,2030,3344,3219,30755,4707,8.007578726482748,153,2.898439973078028
Bahrain,Asia,2023,1531,1371,22424,1581,19.223624983650115,127,1.191174819
Bahrain,Asia,2024,1782,1617,19478,1527,13.81074618,127,1.9730412832721154
Bahrain,Asia,2025,1862,1686,21274,1658,14.448400959528652,127,1.6945807696659494
Bahrain,Asia,2026,1937,1750,23056,1793,14.981243239934091,127,1.3639113431797165
Bahrain,Asia,2027,2007,1809,24823,1932,15.407623207313918,127,0.9814875093479349
Bahrain,Asia,2028,2258,2055,21877,1878,9.994744404829845,127,1.763353973775899
Bahrain,Asia,2029,2338,2124,23673,2009,10.63239918321197,127,1.4848934601676316
Bahrain,Asia,2030,2413,2188,25455,2144,11.165241463598512,127,1.1542240336831036
Bangladesh,Asia,2023,11454,10611,167190,33345,11.276746016078205,304,6.881382510881555
Bangladesh,Asia,2024,13453,12414,158535,31936,9.528212132,304,6.504969532133185
Bangladesh,Asia,2025,13989,12912,169100,34272,8.798187876084324,304,6.721397352304878
Bangladesh,Asia,2026,14524,13411,180626,36814,8.072722341185903,304,6.966422674651446
Bangladesh,Asia,2027,15058,13910,193103,39560,7.351442145594124,304,7.239746208817319
Bangladesh,Asia,2028,17058,15713,184448,38152,5.602908261305924,304,6.863333230071412
Bangladesh,Asia,2029,17594,16211,195014,40487,4.872884005604721,304,7.079761050244262
Bangladesh,Asia,2030,18129,16709,206539,43029,4.147418470704093,304,7.324786372590307
Belarus,Europe,2023,3410,3259,36438,4005,12.640383370826576,232,2.3570771020801926
Belarus,Europe,2024,3514,3379,25107,2874,6.327619506254061,232,2.2380424214307504
Belarus,Europe,2025,3666,3518,27190,2845,6.7071562197746974,232,2.1591144165689413
Belarus,Europe,2026,3812,3652,29497,2838,7.253907440048511,232,2.075934919728999
Belarus,Europe,2027,3953,3781,32025,2852,7.965391669688277,232,1.988497648284289
Belarus,Europe,2028,4057,3901,20694,1721,1.6526278051329495,232,1.8694629676348198
Belarus,Europe,2029,4209,4040,22777,1692,2.032164518667118,232,1.7905349627731002
Belarus,Europe,2030,4355,4174,25084,1685,2.5789157389264084,232,1.7073554659329944
Belgium,Europe,2023,51473,44509,548612,63390,10.435804153708489,1067,6.454423615199006
Belgium,Europe,2024,45549,40389,376082,44335,4.394789299600365,1067,7.219868928451465
Belgium,Europe,2025,48300,42563,336181,40423,2.4720461095664774,1067,6.977986594360824
Belgium,Europe,2026,51689,45199,300849,37109,0.7362873368106619,1067,6.674968911382944
Belgium,Europe,2027,55712,48295,270030,34388,0,1067,6.311330765383309
Belgium,Europe,2028,49789,44175,97500,15333,0,1067,7.076776078631431
Belgium,Europe,2029,52540,46348,57600,11420,0,1067,6.834893744538826
Belgium,Europe,2030,55929,48984,22268,8107,0,1067,6.531876061561816
Benin,Africa,2023,869,829,9497,898,11.805470249831892,125,3.8387309954428646
Benin,Africa,2024,970,927,9020,712,8.597578685455002,125,3.9813187241369485
Benin,Africa,2025,1006,961,9001,713,7.564320047753352,125,3.7524546386983055
Benin,Africa,2026,1044,997,8971,719,6.449001027955632,125,3.4960204735319547
Benin,Africa,2027,1083,1035,8930,731,5.251085251557075,125,3.212187679970691
Benin,Africa,2028,1185,1133,8453,544,2.0431936871816916,125,3.3547754086633232
Benin,Africa,2029,1220,1167,8435,546,1.009935049484639,125,3.125911323223943
Benin,Africa,2030,1258,1203,8405,552,0,125,2.869477158058091
Bhutan,Asia,2023,282,239,3965,362,19.95222734873476,68,6.3206416792792695
Bhutan,Asia,2024,306,263,3330,272,12.545925545375898,68,6.0645903256247715
Bhutan,Asia,2025,324,278,3646,305,13.315513310421647,68,6.2591131536502616
Bhutan,Asia,2026,342,293,3956,340,13.965215281710758,68,6.485825787666226
Bhutan,Asia,2027,361,308,4260,377,14.492729579563765,68,6.744522141552322
Bhutan,Asia,2028,385,333,3624,287,7.086427776215093,68,6.488470787899606
Bhutan,Asia,2029,403,347,3941,320,7.856015541277888,68,6.6829936159259855
Bhutan,Asia,2030,422,362,4251,355,8.505717512542184,68,6.909706249941374
Bolivia,South America,2023,615,534,12551,463,23.912458996180582,169,4.854224731627947
Bolivia,South America,2024,673,588,6989,344,5.614455460621283,169,4.5007553572573356
Bolivia,South America,2025,699,609,7978,349,6.763550583971142,169,4.450146881992301
Bolivia,South America,2026,723,627,9123,357,8.507850034595652,169,4.415723668111511
Bolivia,South America,2027,745,644,10423,368,10.83989622986272,169,4.397356005893258
Bolivia,South America,2028,802,698,4862,249,0,169,4.0438866315237165
Bolivia,South America,2029,829,718,5850,255,0,169,3.9932781562592816
Bolivia,South America,2030,852,737,6996,263,0,169,3.958854942378018
Bosnia and Herzegovina,Europe,2023,2399,2090,20497,1832,9.779978457763693,144,5.089500364187489
Bosnia and Herzegovina,Europe,2024,2490,2206,18056,1712,7.3121679475171835,144,5.003237549798339
Bosnia and Herzegovina,Europe,2025,2626,2314,19168,1808,7.288286797850188,144,5.0414089153307335
Bosnia and Herzegovina,Europe,2026,2767,2425,20333,1907,7.302613722423164,144,5.094002685944832
Bosnia and Herzegovina,Europe,2027,2910,2540,21549,2009,7.354287751375628,144,5.160942622712953
Bosnia and Herzegovina,Europe,2028,3002,2656,19108,1889,4.886477241,144,5.074679808324561
Bosnia and Herzegovina,Europe,2029,3138,2764,20220,1985,4.862596091472694,144,5.112851173857197
Bosnia and Herzegovina,Europe,2030,3278,2875,21385,2084,4.876923016,144,5.165444944471325
Botswana,Africa,2023,965,931,13609,1294,10.052477981738967,144,7.546799338238302
Botswana,Africa,2024,1173,1042,11786,1158,6.532054680623464,144,7.567774610949922
Botswana,Africa,2025,1196,1082,12260,1220,5.566822771668171,144,7.525403691131603
Botswana,Africa,2026,1208,1119,12653,1282,4.435098894010288,144,7.483123811440211
Botswana,Africa,2027,1209,1153,12962,1346,3.136448217,144,7.440980710263871
Botswana,Africa,2028,1418,1264,11139,1210,0,144,7.461955982975164
Botswana,Africa,2029,1441,1304,11614,1271,0,144,7.419585063156735
Botswana,Africa,2030,1453,1341,12006,1334,0,144,7.377305183465288
Brazil,South America,2023,136814,124558,946233,213970,6.673524660470001,789,6.195448678345333
Brazil,South America,2024,119941,110752,753326,157195,3.5643561495341256,789,6.577536831117078
Brazil,South America,2025,129475,119049,752652,149295,2.7121741148920115,789,6.434600903801462
Brazil,South America,2026,140730,128768,755332,142471,1.9389174959971918,789,6.260364541886799
Brazil,South America,2027,153692,139899,761297,136707,1.2436545145671154,789,6.055119517555013
Brazil,South America,2028,136819,126093,568390,79932,0,789,6.437207670324293
Brazil,South America,2029,146353,134390,567716,72032,0,789,6.294271743007667
Brazil,South America,2030,157608,144110,570396,65209,0,789,6.1200353810932455
Bulgaria,Europe,2023,8322,7647,55079,8498,4.004110207062723,347,5.393849898
Bulgaria,Europe,2024,8770,8194,49196,7572,3.1360947119219276,347,6.102212326175414
Bulgaria,Europe,2025,9123,8493,47775,7583,1.8271768327191964,347,5.795710507
Bulgaria,Europe,2026,9475,8779,46124,7618,0.4104719098021583,347,5.419918686174707
Bulgaria,Europe,2027,9824,9053,44242,7677,0,347,4.9752142440108775
Bulgaria,Europe,2028,10273,9600,38359,6751,0,347,5.6835766725643495
Bulgaria,Europe,2029,10626,9898,36938,6762,0,347,5.377074853164904
Bulgaria,Europe,2030,10977,10184,35287,6797,0,347,5.001283032563775
Burkina Faso,Africa,2023,957,927,10041,1220,4.3050004397894845,142,3.9015716825167335
Burkina Faso,Africa,2024,1058,1012,7172,874,0.8568141643693181,142,3.9266406722335283
Burkina Faso,Africa,2025,1097,1052,7452,901,0,142,3.9060226847424966
Burkina Faso,Africa,2026,1130,1088,7748,931,0,142,3.895772186106109
Burkina Faso,Africa,2027,1157,1119,8061,965,0,142,3.8958694168985977
Burkina Faso,Africa,2028,1259,1204,5192,619,0,142,3.9209384066157833
Burkina Faso,Africa,2029,1297,1245,5472,646,0,142,3.900320419124635
Burkina Faso,Africa,2030,1331,1280,5769,676,0,142,3.8900699204887133
Burundi,Africa,2023,149,143,1144,62,6.204807839708973,64,0.7546619903489535
Burundi,Africa,2024,161,152,1335,64,5.178295235741139,64,0.9920416705584851
Burundi,Africa,2025,170,161,1317,65,3.5283939435235574,64,0.6938156456949898
Burundi,Africa,2026,179,170,1289,66,1.7768890182462869,64,0.3748471010043879
Burundi,Africa,2027,187,179,1253,67,0,64,0.035350059062734474
Burundi,Africa,2028,198,187,1444,69,0,64,0.2727297392706767
Burundi,Africa,2029,207,197,1426,70,0,64,0
Burundi,Africa,2030,216,206,1398,71,0,64,0
Cambodia,Asia,2023,655,657,6732,847,0,142,2.3334115427863775
Cambodia,Asia,2024,804,748,5480,671,0,142,2.442863753639033
Cambodia,Asia,2025,822,779,5311,681,0,142,2.2009819846243284
Cambodia,Asia,2026,832,804,5164,693,0,142,1.9208200715098016
Cambodia,Asia,2027,834,825,5040,706,0,142,1.6025803701694379
Cambodia,Asia,2028,983,917,3788,530,0,142,1.7120325810201802
Cambodia,Asia,2029,1001,947,3619,540,0,142,1.4701508120048095
Cambodia,Asia,2030,1011,973,3473,552,0,142,1.1899888988903609
Cameroon,Africa,2023,2781,2536,30157,4471,5.9540768046196355,186,2.713828161335746
Cameroon,Africa,2024,3034,2837,27924,4333,4.397133574498646,186,2.5315553266771613
Cameroon,Africa,2025,3173,2953,28646,4378,2.750584734525205,186,2.4788831809590053
Cameroon,Africa,2026,3314,3066,29455,4433,1.1055928471337602,186,2.4364206462617126
Cameroon,Africa,2027,3457,3177,30350,4497,0,186,2.4040960189823792
Cameroon,Africa,2028,3710,3478,28117,4359,0,186,2.2218231843244527
Cameroon,Africa,2029,3849,3594,28839,4404,0,186,2.1691510386065462
Cameroon,Africa,2030,3990,3707,29648,4459,0,186,2.126688503909213
Canada,North America,2023,167396,141956,1567664,247234,8.046081342,1562,8.993488952
Canada,North America,2024,148360,132734,968601,153635,3.055276640507117,1562,8.673632177622261
Canada,North America,2025,157727,140032,853920,136462,1.0596875132981651,1562,8.628972567823505
Canada,North America,2026,169128,148515,754442,122214,0,1562,8.594508865279895
Canada,North America,2027,182550,158175,669971,110860,0,1562,8.570229948496776
Canada,North America,2028,163513,148953,70909,17261,0,1562,8.250373173806176
Canada,North America,2029,172880,156250,0,88,0,1562,8.205713564008034
Canada,North America,2030,184282,164733,0,0,0,1562,8.171249861
Cape Verde,Africa,2023,86,84,737,123,0,48,7.668776208
Cape Verde,Africa,2024,97,90,802,96,0,48,7.464458835483504
Cape Verde,Africa,2025,102,95,807,107,0,48,7.444201852450579
Cape Verde,Africa,2026,107,101,809,119,0,48,7.437498793951185
Cape Verde,Africa,2027,112,107,810,131,0,48,7.444337537472088
Cape Verde,Africa,2028,123,113,875,104,0,48,7.240020165
Cape Verde,Africa,2029,128,118,879,115,0,48,7.219763181905502
Cape Verde,Africa,2030,133,124,882,127,0,48,7.213060123405212
Central African Republic,Africa,2023,120,114,2299,45,26.496671143249323,70,1.5653477553261639
Central African Republic,Africa,2024,108,103,1390,38,10.074962680873098,70,1.2860620600708803
Central African Republic,Africa,2025,118,112,1627,37,12.149203539636448,70,1.3108581280204743
Central African Republic,Africa,2026,128,121,1882,37,14.631546078293487,70,1.3469617295552825
Central African Republic,Africa,2027,138,131,2157,36,17.515333541428397,70,1.3942517811280017
Central African Republic,Africa,2028,127,120,1247,29,1.0936250790970092,70,1.1149660858736283
Central African Republic,Africa,2029,136,129,1484,28,3.167865937897858,70,1.1397621538238338
Central African Republic,Africa,2030,146,139,1740,28,5.650208476512979,70,1.175865755358065
Chad,Africa,2023,96,87,1145,79,13.437643789083225,57,1.4930899038916503
Chad,Africa,2024,114,108,1008,69,7.799253213772737,57,1.6533895187312768
Chad,Africa,2025,118,111,1087,74,8.111195878996536,57,1.6322075803945693
Chad,Africa,2026,123,114,1166,81,8.379549287,57,1.5977520373845882
Chad,Africa,2027,127,116,1242,87,8.602557096144533,57,1.5501068863741607
Chad,Africa,2028,145,138,1105,77,2.964166520842763,57,1.7104065012130683
Chad,Africa,2029,149,141,1185,82,3.2761091860789264,57,1.6892245628760028
Chad,Africa,2030,153,143,1263,89,3.5444625943376025,57,1.6547690198662566
Chile,South America,2023,26487,24102,251649,41317,6.412769518,515,7.543708868730478
Chile,South America,2024,24659,22869,212343,34314,3.0564531607797747,515,8.233575863888964
Chile,South America,2025,26583,24535,217737,34901,1.5120778895627929,515,8.130124469283555
Chile,South America,2026,28729,26371,223551,35600,0.037495952728264115,515,7.970194933795234
Chile,South America,2027,31096,28377,229768,36410,0,515,7.754198751078507
Chile,South America,2028,29269,27143,190462,29407,0,515,8.444065746233438
Chile,South America,2029,31192,28810,195857,29994,0,515,8.340614351626494
Chile,South America,2030,33339,30646,201670,30693,0,515,8.180684816138795
China,Asia,2023,868314,847822,13622594,8797608,15.017734704747227,1333,1.9604606743846462
China,Asia,2024,1006712,982624,12306815,8212767,12.257501495297385,1333,1.935421218
China,Asia,2025,1033076,1008133,13038920,8708440,12.27207647169971,1333,1.8211216358666718
China,Asia,2026,1054156,1028511,13788710,9213604,12.306292218866625,1333,1.7081940820661508
China,Asia,2027,1069999,1043806,14555500,9727897,12.359213191262304,1333,1.596658607
China,Asia,2028,1208396,1178608,13239721,9143056,9.598979981818168,1333,1.5716191502241916
China,Asia,2029,1234761,1204117,13971825,9638729,9.613554958226189,1333,1.4573195683761038
China,Asia,2030,1255841,1224495,14721615,10143893,9.647770705386208,1333,1.344392014575911
Colombia,South America,2023,23235,21549,187280,28143,6.295753488955629,405,6.319719251922571
Colombia,South America,2024,22581,21026,154525,23858,2.3074236205636858,405,6.9906427225635515
Colombia,South America,2025,24243,22550,163185,25080,1.4749477038917647,405,6.879099976884006
Colombia,South America,2026,26042,24186,172246,26366,0.7147916833520114,405,6.692836121
Colombia,South America,2027,27975,25933,181693,27715,0.025750632966040854,405,6.432250019833733
Colombia,South America,2028,27321,25410,148938,23430,0,405,7.103173490471043
Colombia,South America,2029,28984,26934,157598,24652,0,405,6.991630744789974
Colombia,South America,2030,30782,28570,166659,25939,0,405,6.805366888685585
Comoros,Africa,2023,23,23,355,11,0,27,3.1944158169890247
Comoros,Africa,2024,24,24,309,10,0,27,3.1486362376729065
Comoros,Africa,2025,25,25,327,10,0,27,3.116750052648377
Comoros,Africa,2026,26,26,341,10,0,27,3.091865925101587
Comoros,Africa,2027,27,27,353,10,0,27,3.073957575481973
Comoros,Africa,2028,29,29,307,9,0,27,3.0281779961661908
Comoros,Africa,2029,30,30,325,9,0,27,2.9962918111416754
Comoros,Africa,2030,31,31,339,8,0,27,2.971407683595066
Congo,Africa,2023,522,488,7653,220,10.078746899751913,137,3.0072600202092605
Congo,Africa,2024,583,535,6363,182,6.497294330244465,137,3.0487353536080413
Congo,Africa,2025,592,545,6320,145,5.158772266253742,137,3.049952258481359
Congo,Africa,2026,599,554,6252,108,3.712698403382568,137,3.048055013177301
Congo,Africa,2027,604,560,6158,72,2.158573780776379,137,3.043058796532236
Congo,Africa,2028,665,606,4868,34,0,137,3.0845341299308986
Congo,Africa,2029,674,617,4826,0,0,137,3.0857510348041375
Congo,Africa,2030,680,625,4758,0,0,137,3.0838537895001688
Costa Rica,South America,2023,2008,1869,12785,2174,0,235,7.287785398551755
Costa Rica,South America,2024,2082,1945,12656,1625,0,235,8.378240035511865
Costa Rica,South America,2025,2196,2053,11683,1718,0,235,8.211248832537262
Costa Rica,South America,2026,2312,2161,10719,1818,0,235,7.943510979431233
Costa Rica,South America,2027,2432,2269,9765,1927,0,235,7.573733501504089
Costa Rica,South America,2028,2506,2345,9635,1378,0,235,8.664188138475906
Costa Rica,South America,2029,2620,2453,8662,1471,0,235,8.497196935512095
Costa Rica,South America,2030,2736,2561,7699,1571,0,235,8.229459082441435
Croatia,Europe,2023,9890,9028,87578,11353,6.909460896545406,380,6.314692771889222
Croatia,Europe,2024,10451,9545,70562,8990,4.869497761,380,6.375561449
Croatia,Europe,2025,10704,9756,69385,8778,3.980805258448168,380,6.325276365001274
Croatia,Europe,2026,10957,9967,68495,8680,3.094145704718855,380,6.266635123011886
Croatia,Europe,2027,11210,10179,67888,8696,2.2091324596320305,380,6.199723924547051
Croatia,Europe,2028,11771,10697,50873,6333,0.16916932383273675,380,6.260592601
Croatia,Europe,2029,12024,10907,49696,6121,0,380,6.210307517658148
Croatia,Europe,2030,12277,11119,48806,6023,0,380,6.151666276
Cuba,South America,2023,2909,2529,7681,1278,1.4167222170797302,223,2.744885074952662
Cuba,South America,2024,2738,2420,3309,656,0.46156680529841587,223,2.2665564616272436
Cuba,South America,2025,2827,2476,1914,478,0,223,2.2263455919135478
Cuba,South America,2026,2935,2547,774,331,0,223,2.2127560561282342
Cuba,South America,2027,3062,2630,0,213,0,223,2.225593028613995
Cuba,South America,2028,2891,2522,0,0,0,223,1.7472644152902157
Cuba,South America,2029,2980,2578,0,0,0,223,1.7070535455773883
Cuba,South America,2030,3087,2648,0,0,0,223,1.693464009791441
Cyprus,Europe,2023,5139,4372,75778,5992,11.978310695894894,303,7.591025140432217
Cyprus,Europe,2024,5313,4689,64046,5352,7.7945627581004295,303,7.292016164429872
Cyprus,Europe,2025,5605,4911,67353,5481,6.585452010392935,303,7.2902309970750245
Cyprus,Europe,2026,5922,5141,70858,5650,5.302656951487464,303,7.305567045455901
Cyprus,Europe,2027,6264,5379,74556,5861,3.9453807809965795,303,7.339987585419292
Cyprus,Europe,2028,6438,5696,62823,5221,0,303,7.0409786094094065
Cyprus,Europe,2029,6730,5919,66131,5350,0,303,7.039193442034312
Cyprus,Europe,2030,7047,6149,69636,5520,0,303,7.054529490450409
Denmark,Europe,2023,46798,39034,613900,68279,8.844485213127342,1014,9.606479942523748
Denmark,Europe,2024,40272,36553,452599,50957,3.7780764507105857,1014,9.304241428832642
Denmark,Europe,2025,43261,38640,436245,48031,1.1008058828962888,1014,9.389111408055248
Denmark,Europe,2026,46904,41033,422203,45340,0,1014,9.496178929611082
Denmark,Europe,2027,51195,43727,410422,42881,0,1014,9.625243059444491
Denmark,Europe,2028,44669,41246,249120,25560,0,1014,9.323004545755106
Denmark,Europe,2029,47658,43333,232766,22633,0,1014,9.407874524978467
Denmark,Europe,2030,51301,45725,218725,19943,0,1014,9.514942046534035
Djibouti,Africa,2023,41,34,123,0,0,39,2.9868301254585026
Djibouti,Africa,2024,45,41,266,25,2.194817696570855,39,2.8980612590769166
Djibouti,Africa,2025,47,42,223,16,0,39,2.9364160191775373
Djibouti,Africa,2026,49,43,183,8,0,39,2.9838271694750422
Djibouti,Africa,2027,51,44,146,0,0,39,3.040226760298337
Djibouti,Africa,2028,56,52,289,36,0,39,2.951457893917357
Djibouti,Africa,2029,57,52,246,27,0,39,2.989812654018227
Djibouti,Africa,2030,59,53,206,18,0,39,3.0372238043156585
Dominican Republic,South America,2023,407,380,5333,270,10.868091044086608,93,6.459482145011243
Dominican Republic,South America,2024,451,424,4408,254,4.515061777717161,93,6.172234605180994
Dominican Republic,South America,2025,476,447,4816,272,3.9524545454337563,93,6.1701423797905015
Dominican Republic,South America,2026,500,469,5234,290,3.4404356695636515,93,6.197083043314952
Dominican Republic,South America,2027,524,491,5661,308,2.9770276723409417,93,6.252927924539727
Dominican Republic,South America,2028,568,534,4736,292,0,93,5.965680384710704
Dominican Republic,South America,2029,592,557,5144,310,0,93,5.963588159320777
Dominican Republic,South America,2030,616,580,5562,328,0,93,5.990528822844863
Ecuador,South America,2023,7786,7381,56569,10789,0,223,5.648204701890792
Ecuador,South America,2024,8703,8262,54580,10477,0,223,6.048970953228267
Ecuador,South America,2025,9254,8784,57520,11245,0,223,5.9782159805634425
Ecuador,South America,2026,9775,9278,60628,12030,0,223,5.868858322628257
Ecuador,South America,2027,10265,9743,63900,12832,0,223,5.7211190320257765
Ecuador,South America,2028,11182,10624,61911,12520,0,223,6.121885283
Ecuador,South America,2029,11733,11146,64851,13287,0,223,6.051130310695559
Ecuador,South America,2030,12253,11639,67958,14073,0,223,5.941772652760965
Egypt,Africa,2023,40680,38982,550915,147360,9.979624696035009,409,4.011872416423649
Egypt,Africa,2024,44171,42308,492534,133558,8.132824423862235,409,3.145887664752478
Egypt,Africa,2025,46426,44470,526316,144638,7.247449060410968,409,3.313874902
Egypt,Africa,2026,48669,46614,562408,156630,6.3464744319354836,409,3.5158747101593804
Egypt,Africa,2027,50900,48740,600774,169525,5.429587618078241,409,3.7514812159721775
Egypt,Africa,2028,54391,52067,542393,155722,3.582787345907132,409,2.885496464303983
Egypt,Africa,2029,56646,54229,576175,166802,2.697411982457858,409,3.053483701191693
Egypt,Africa,2030,58889,56373,612266,178794,1.7964373539799041,409,3.2554835097109494
El Salvador,South America,2023,179,149,2178,174,6.882378184845251,85,6.380530494805672
El Salvador,South America,2024,206,184,1165,112,0,85,5.099479762391761
El Salvador,South America,2025,210,184,1212,126,0,85,5.188010822
El Salvador,South America,2026,212,183,1250,140,0,85,5.361547160467101
El Salvador,South America,2027,213,180,1280,154,0,85,5.619391183762687
El Salvador,South America,2028,240,215,267,92,0,85,4.338340451354718
El Salvador,South America,2029,243,216,314,106,0,85,4.426871511125832
El Salvador,South America,2030,245,215,352,120,0,85,4.600407849431542
Equatorial Guinea,Africa,2023,26,28,851,50,26.25535251866357,38,1.809395381919947
Equatorial Guinea,Africa,2024,28,28,523,42,11.69276127660519,38,1.9325076792305593
Equatorial Guinea,Africa,2025,29,30,617,45,13.486775109408178,38,1.9195810739688655
Equatorial Guinea,Africa,2026,30,31,711,49,15.223844838636033,38,1.8978606012397068
Equatorial Guinea,Africa,2027,31,33,805,52,16.89903171734393,38,1.8674065843773724
Equatorial Guinea,Africa,2028,33,33,477,43,2.336440475311221,38,1.990518881687486
Equatorial Guinea,Africa,2029,34,35,571,47,4.130454308148103,38,1.977592276425522
Equatorial Guinea,Africa,2030,35,36,665,50,5.867524037329488,38,1.9558718036965674
Eritrea,Africa,2023,65,62,357,4,7.551598025204125,60,1.5271009591480629
Eritrea,Africa,2024,87,81,478,12,2.057494558767896,60,1.777817779224144
Eritrea,Africa,2025,88,82,423,8,1.0367170996375528,60,1.6287548609906843
